2026-01-15 18:55:14 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:52:16 | DEBUG    | Locking screen...
2026-01-15 23:52:18 | DEBUG    | Locking screen...
2026-01-15 23:52:20 | DEBUG    | Locking screen...
2026-01-15 23:52:22 | DEBUG    | Locking screen...
2026-01-15 23:52:24 | DEBUG    | Locking screen...
2026-01-15 23:52:26 | DEBUG    | Locking screen...
2026-01-15 23:52:28 | DEBUG    | Locking screen...
2026-01-15 23:52:30 | DEBUG    | Locking screen...
2026-01-15 23:52:32 | DEBUG    | Locking screen...
2026-01-15 23:52:34 | DEBUG    | Locking screen...
2026-01-15 23:52:36 | DEBUG    | Locking screen...
2026-01-15 23:52:38 | DEBUG    | Locking screen...
2026-01-15 23:52:40 | DEBUG    | Locking screen...
2026-01-15 23:52:42 | DEBUG    | Locking screen...
2026-01-15 23:52:44 | DEBUG    | Locking screen...
2026-01-15 23:52:46 | DEBUG    | Locking screen...
2026-01-15 23:52:48 | DEBUG    | Locking screen...
2026-01-15 23:52:50 | DEBUG    | Locking screen...
2026-01-15 23:52:52 | DEBUG    | Locking screen...
2026-01-15 23:52:54 | DEBUG    | Locking screen...
2026-01-15 23:52:56 | DEBUG    | Locking screen...
2026-01-15 23:52:58 | DEBUG    | Locking screen...
2026-01-15 23:53:00 | DEBUG    | Locking screen...
2026-01-15 23:53:03 | DEBUG    | Locking screen...
2026-01-15 23:53:05 | DEBUG    | Locking screen...
2026-01-15 23:53:07 | DEBUG    | Locking screen...
2026-01-15 23:53:09 | DEBUG    | Locking screen...
2026-01-15 23:53:11 | DEBUG    | Locking screen...
2026-01-15 23:53:13 | DEBUG    | Locking screen...
2026-01-15 23:53:15 | DEBUG    | Locking screen...
2026-01-15 23:53:17 | DEBUG    | Locking screen...
2026-01-15 23:53:19 | DEBUG    | Locking screen...
2026-01-15 23:53:21 | DEBUG    | Locking screen...
2026-01-15 23:53:23 | DEBUG    | Locking screen...
2026-01-15 23:53:25 | DEBUG    | Locking screen...
2026-01-15 23:53:27 | DEBUG    | Locking screen...
2026-01-15 23:53:29 | DEBUG    | Locking screen...
2026-01-15 23:53:31 | DEBUG    | Locking screen...
2026-01-15 23:53:33 | DEBUG    | Locking screen...
2026-01-15 23:53:35 | DEBUG    | Locking screen...
2026-01-15 23:53:37 | DEBUG    | Locking screen...
2026-01-15 23:53:39 | DEBUG    | Locking screen...
2026-01-15 23:53:41 | DEBUG    | Locking screen...
2026-01-15 23:53:43 | DEBUG    | Locking screen...
2026-01-15 23:53:45 | DEBUG    | Locking screen...
2026-01-15 23:53:47 | DEBUG    | Locking screen...
2026-01-15 23:53:49 | DEBUG    | Locking screen...
2026-01-15 23:53:52 | DEBUG    | Locking screen...
2026-01-15 23:53:54 | DEBUG    | Locking screen...
2026-01-15 23:53:56 | DEBUG    | Locking screen...
2026-01-15 23:53:58 | DEBUG    | Locking screen...
2026-01-15 23:54:00 | DEBUG    | Locking screen...
2026-01-15 23:54:02 | DEBUG    | Locking screen...
2026-01-15 23:54:04 | DEBUG    | Locking screen...
2026-01-15 23:54:06 | DEBUG    | Locking screen...
2026-01-15 23:54:08 | DEBUG    | Locking screen...
2026-01-15 23:54:10 | DEBUG    | Locking screen...
2026-01-15 23:54:12 | DEBUG    | Locking screen...
2026-01-15 23:54:14 | DEBUG    | Locking screen...
2026-01-15 23:54:16 | DEBUG    | Locking screen...
2026-01-15 23:54:18 | DEBUG    | Locking screen...
2026-01-15 23:54:20 | DEBUG    | Locking screen...
2026-01-15 23:54:22 | DEBUG    | Locking screen...
2026-01-15 23:54:24 | DEBUG    | Locking screen...
2026-01-15 23:54:26 | DEBUG    | Locking screen...
2026-01-15 23:54:28 | DEBUG    | Locking screen...
2026-01-15 23:54:30 | DEBUG    | Locking screen...
2026-01-15 23:54:32 | DEBUG    | Locking screen...
2026-01-15 23:54:34 | DEBUG    | Locking screen...
2026-01-15 23:54:36 | DEBUG    | Locking screen...
2026-01-15 23:54:38 | DEBUG    | Locking screen...
2026-01-15 23:54:41 | DEBUG    | Locking screen...
2026-01-15 23:54:43 | DEBUG    | Locking screen...
2026-01-15 23:54:45 | DEBUG    | Locking screen...
2026-01-15 23:54:47 | DEBUG    | Locking screen...
2026-01-15 23:54:49 | DEBUG    | Locking screen...
2026-01-15 23:54:51 | DEBUG    | Locking screen...
2026-01-15 23:54:53 | DEBUG    | Locking screen...
2026-01-15 23:54:55 | DEBUG    | Locking screen...
2026-01-15 23:54:57 | DEBUG    | Locking screen...
2026-01-15 23:54:59 | DEBUG    | Locking screen...
2026-01-15 23:55:01 | DEBUG    | Locking screen...
2026-01-15 23:55:03 | DEBUG    | Locking screen...
2026-01-15 23:55:05 | DEBUG    | Locking screen...
2026-01-15 23:55:07 | DEBUG    | Locking screen...
2026-01-15 23:55:09 | DEBUG    | Locking screen...
2026-01-15 23:55:11 | DEBUG    | Locking screen...
2026-01-15 23:55:13 | DEBUG    | Locking screen...
2026-01-15 23:55:15 | DEBUG    | Locking screen...
2026-01-15 23:55:17 | DEBUG    | Locking screen...
2026-01-15 23:55:19 | DEBUG    | Locking screen...
2026-01-15 23:55:21 | DEBUG    | Locking screen...
2026-01-15 23:55:23 | DEBUG    | Locking screen...
2026-01-15 23:55:25 | DEBUG    | Locking screen...
2026-01-15 23:55:27 | DEBUG    | Locking screen...
2026-01-15 23:55:30 | DEBUG    | Locking screen...
2026-01-15 23:55:32 | DEBUG    | Locking screen...
2026-01-15 23:55:34 | DEBUG    | Locking screen...
2026-01-15 23:55:36 | DEBUG    | Locking screen...
2026-01-15 23:55:38 | DEBUG    | Locking screen...
2026-01-15 23:55:40 | DEBUG    | Locking screen...
2026-01-15 23:55:42 | DEBUG    | Locking screen...
2026-01-15 23:55:44 | DEBUG    | Locking screen...
2026-01-15 23:55:46 | DEBUG    | Locking screen...
2026-01-15 23:55:48 | DEBUG    | Locking screen...
2026-01-15 23:55:50 | DEBUG    | Locking screen...
2026-01-15 23:55:52 | DEBUG    | Locking screen...
2026-01-15 23:55:54 | DEBUG    | Locking screen...
2026-01-15 23:55:56 | DEBUG    | Locking screen...
2026-01-15 23:55:58 | DEBUG    | Locking screen...
2026-01-15 23:56:00 | DEBUG    | Locking screen...
2026-01-15 23:56:02 | DEBUG    | Locking screen...
2026-01-15 23:56:04 | DEBUG    | Locking screen...
2026-01-15 23:56:06 | DEBUG    | Locking screen...
2026-01-15 23:56:08 | DEBUG    | Locking screen...
2026-01-15 23:56:10 | DEBUG    | Locking screen...
2026-01-15 23:56:12 | DEBUG    | Locking screen...
2026-01-15 23:56:14 | DEBUG    | Locking screen...
2026-01-15 23:56:16 | DEBUG    | Locking screen...
2026-01-15 23:56:19 | DEBUG    | Locking screen...
2026-01-15 23:56:21 | DEBUG    | Locking screen...
2026-01-15 23:56:23 | DEBUG    | Locking screen...
2026-01-15 23:56:25 | DEBUG    | Locking screen...
2026-01-15 23:56:27 | DEBUG    | Locking screen...
2026-01-15 23:56:29 | DEBUG    | Locking screen...
2026-01-15 23:56:31 | DEBUG    | Locking screen...
2026-01-15 23:56:33 | DEBUG    | Locking screen...
2026-01-15 23:56:35 | DEBUG    | Locking screen...
2026-01-15 23:56:37 | DEBUG    | Locking screen...
2026-01-15 23:56:39 | DEBUG    | Locking screen...
2026-01-15 23:56:41 | DEBUG    | Locking screen...
2026-01-15 23:56:43 | DEBUG    | Locking screen...
2026-01-15 23:56:45 | DEBUG    | Locking screen...
2026-01-15 23:56:47 | DEBUG    | Locking screen...
2026-01-15 23:56:49 | DEBUG    | Locking screen...
2026-01-15 23:56:51 | DEBUG    | Locking screen...
2026-01-15 23:56:53 | DEBUG    | Locking screen...
2026-01-15 23:56:55 | DEBUG    | Locking screen...
2026-01-15 23:56:57 | DEBUG    | Locking screen...
2026-01-15 23:56:59 | DEBUG    | Locking screen...
2026-01-15 23:58:38 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:59:08 | INFO     | Starting LockOutManager: Delay=85131s, Duration=60s
2026-01-15 23:59:08 | INFO     | Waiting for initial delay...
2026-01-16 01:41:45 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 01:41:45 | INFO     | Starting LockOutManager: Delay=1094s, Duration=300s
2026-01-16 01:41:45 | INFO     | Waiting for initial delay...
2026-01-16 02:00:00 | INFO     | Initial delay complete. Initiating lockout.
2026-01-16 02:00:00 | INFO     | Initial delay complete. Initiating lockout.
2026-01-16 02:00:00 | DEBUG    | Locking screen...
2026-01-16 02:00:02 | DEBUG    | Locking screen...
2026-01-16 02:00:04 | DEBUG    | Locking screen...
2026-01-16 02:00:06 | DEBUG    | Locking screen...
2026-01-16 02:00:08 | DEBUG    | Locking screen...
2026-01-16 02:00:10 | DEBUG    | Locking screen...
2026-01-16 02:00:12 | DEBUG    | Locking screen...
2026-01-16 02:00:14 | DEBUG    | Locking screen...
2026-01-16 02:00:16 | DEBUG    | Locking screen...
2026-01-16 02:00:18 | DEBUG    | Locking screen...
2026-01-16 02:00:20 | DEBUG    | Locking screen...
2026-01-16 02:00:23 | DEBUG    | Locking screen...
2026-01-16 02:00:25 | DEBUG    | Locking screen...
2026-01-16 02:00:27 | DEBUG    | Locking screen...
2026-01-16 02:00:29 | DEBUG    | Locking screen...
2026-01-16 02:00:31 | DEBUG    | Locking screen...
2026-01-16 02:00:33 | DEBUG    | Locking screen...
2026-01-16 02:00:35 | DEBUG    | Locking screen...
2026-01-16 02:00:37 | DEBUG    | Locking screen...
2026-01-16 02:00:39 | DEBUG    | Locking screen...
2026-01-16 02:00:41 | DEBUG    | Locking screen...
2026-01-16 02:00:43 | DEBUG    | Locking screen...
2026-01-16 02:00:45 | DEBUG    | Locking screen...
2026-01-16 02:00:47 | DEBUG    | Locking screen...
2026-01-16 02:00:49 | DEBUG    | Locking screen...
2026-01-16 02:03:45 | DEBUG    | Locking screen...
2026-01-16 02:03:47 | DEBUG    | Locking screen...
2026-01-16 02:03:49 | DEBUG    | Locking screen...
2026-01-16 02:03:51 | DEBUG    | Locking screen...
2026-01-16 02:03:53 | DEBUG    | Locking screen...
2026-01-16 02:03:55 | DEBUG    | Locking screen...
2026-01-16 02:03:57 | DEBUG    | Locking screen...
2026-01-16 02:03:59 | DEBUG    | Locking screen...
2026-01-16 02:04:01 | DEBUG    | Locking screen...
2026-01-16 02:04:03 | DEBUG    | Locking screen...
2026-01-16 02:04:05 | DEBUG    | Locking screen...
2026-01-16 02:04:07 | DEBUG    | Locking screen...
2026-01-16 02:04:10 | DEBUG    | Locking screen...
2026-01-16 02:04:12 | DEBUG    | Locking screen...
2026-01-16 02:04:14 | DEBUG    | Locking screen...
2026-01-16 02:04:16 | DEBUG    | Locking screen...
2026-01-16 02:04:18 | DEBUG    | Locking screen...
2026-01-16 02:04:20 | DEBUG    | Locking screen...
2026-01-16 02:04:22 | DEBUG    | Locking screen...
2026-01-16 02:04:24 | DEBUG    | Locking screen...
2026-01-16 02:04:26 | DEBUG    | Locking screen...
2026-01-16 02:04:28 | DEBUG    | Locking screen...
2026-01-16 02:04:30 | DEBUG    | Locking screen...
2026-01-16 02:04:32 | DEBUG    | Locking screen...
2026-01-16 02:04:34 | DEBUG    | Locking screen...
2026-01-16 02:04:36 | DEBUG    | Locking screen...
2026-01-16 02:04:38 | DEBUG    | Locking screen...
2026-01-16 02:04:40 | DEBUG    | Locking screen...
2026-01-16 02:04:42 | DEBUG    | Locking screen...
2026-01-16 02:04:44 | DEBUG    | Locking screen...
2026-01-16 02:04:46 | DEBUG    | Locking screen...
2026-01-16 02:04:48 | DEBUG    | Locking screen...
2026-01-16 02:04:50 | DEBUG    | Locking screen...
2026-01-16 02:04:53 | DEBUG    | Locking screen...
2026-01-16 02:04:55 | DEBUG    | Locking screen...
2026-01-16 02:04:57 | DEBUG    | Locking screen...
2026-01-16 02:04:59 | DEBUG    | Locking screen...
2026-01-16 02:05:01 | INFO     | Lockout duration finished.
2026-01-16 02:24:36 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:24:46 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:25:14 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:32 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:37 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:43 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:47 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:49 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:51 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:52 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:54 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:28:56 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:29:10 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:29:13 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:29:17 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:29:17 | INFO     | Starting LockOutManager: Delay=0s, Duration=42s
2026-01-16 02:29:17 | INFO     | Waiting for initial delay...
2026-01-16 02:29:17 | INFO     | Initial delay complete. Initiating lockout.
2026-01-16 02:29:17 | INFO     | Initial delay complete. Initiating lockout.
2026-01-16 02:29:17 | DEBUG    | Locking screen...
2026-01-16 02:29:19 | DEBUG    | Locking screen...
2026-01-16 02:29:21 | DEBUG    | Locking screen...
2026-01-16 02:29:23 | DEBUG    | Locking screen...
2026-01-16 02:29:25 | DEBUG    | Locking screen...
2026-01-16 02:29:27 | DEBUG    | Locking screen...
2026-01-16 02:29:29 | DEBUG    | Locking screen...
2026-01-16 02:29:31 | DEBUG    | Locking screen...
2026-01-16 02:29:33 | DEBUG    | Locking screen...
2026-01-16 02:29:35 | DEBUG    | Locking screen...
2026-01-16 02:29:37 | DEBUG    | Locking screen...
2026-01-16 02:29:39 | DEBUG    | Locking screen...
2026-01-16 02:29:41 | DEBUG    | Locking screen...
2026-01-16 02:29:43 | DEBUG    | Locking screen...
2026-01-16 02:29:45 | DEBUG    | Locking screen...
2026-01-16 02:29:48 | DEBUG    | Locking screen...
2026-01-16 02:29:50 | DEBUG    | Locking screen...
2026-01-16 02:29:52 | DEBUG    | Locking screen...
2026-01-16 02:29:54 | DEBUG    | Locking screen...
2026-01-16 02:29:56 | DEBUG    | Locking screen...
2026-01-16 02:29:58 | DEBUG    | Locking screen...
2026-01-16 02:30:00 | INFO     | Lockout duration finished.
2026-01-16 02:31:44 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:32:05 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:32:15 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:33:01 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:46:16 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:46:21 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:47:49 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:48:02 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:48:05 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:48:12 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:49:40 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:52:30 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:52:35 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:52:53 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:52:53 | ERROR    | Failed to load schedules: Expecting value: line 1 column 1 (char 0)
2026-01-16 02:53:00 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:53:00 | ERROR    | Failed to load schedules: Expecting value: line 1 column 1 (char 0)
2026-01-16 02:53:05 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:53:05 | ERROR    | Failed to load schedules: Expecting value: line 1 column 1 (char 0)
2026-01-16 02:53:08 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:53:08 | ERROR    | Failed to load schedules: Expecting value: line 1 column 1 (char 0)
2026-01-16 02:53:14 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:53:38 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:57:03 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 02:58:05 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:01:31 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:27:21 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:37:04 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:37:41 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:38:05 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:38:17 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:38:31 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:59:02 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 03:59:08 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:00:10 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:00:36 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:01:45 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:03:55 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:06:09 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:06:25 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:07:06 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:08:03 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:08:56 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:09:13 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:09:28 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:09:54 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:13:28 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:14:31 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:15:41 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:21:05 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:25:14 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:26:34 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:26:39 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:26:43 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:26:45 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:26:59 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:27:07 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:28:19 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:28:34 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:28:55 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:28:58 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:29:03 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:30:35 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:54:25 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:54:25 | INFO     | Starting LockOutManager: Delay=0s, Duration=60s, BlockOnly=True, Apps=['sleep']
2026-01-16 04:54:25 | INFO     | Waiting for initial delay...
2026-01-16 04:54:25 | INFO     | Initial delay complete. Initiating lockout.
2026-01-16 04:54:25 | INFO     | Killing sleep (PID: 82382)
2026-01-16 04:54:25 | INFO     | Killing sleep (PID: 82395)
2026-01-16 04:55:26 | INFO     | Lockout duration finished.
2026-01-16 04:57:22 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:57:32 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:58:12 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:58:50 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 04:58:53 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:00:47 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:01:15 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:02:42 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:02:47 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:04:19 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:04:23 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:04:33 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:04:33 | INFO     | Starting LockOutManager: Delay=26s, Duration=60s, BlockOnly=True, Apps=['antigravity']
2026-01-16 05:04:33 | INFO     | Waiting for initial delay...
2026-01-16 05:04:59 | INFO     | Initial delay complete. Initiating lockout.
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 73862)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 73865)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 73866)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 73868)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 73946)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 73956)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 73986)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 73996)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 74007)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 74017)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 74018)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 74058)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 74592)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 74901)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 75034)
2026-01-16 05:04:59 | INFO     | Killing antigravity (PID: 75599)
2026-01-16 05:50:13 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:52:43 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 05:52:58 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 06:01:08 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 06:54:12 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 06:54:13 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 07:15:24 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-16 07:15:25 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
